,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean,Pollution Index
232,Maine,2012,6.063861375348192,24.589704735376124,0.7577239397632335,285.6407649721432,317.0520550226307
233,Maine,2013,3.913772048730963,27.12493299492379,0.8383433725888317,222.12504162436525,254.00209004060883
234,Maine,2014,3.5835317119741092,24.984126213592134,0.5293181666666671,213.4846868932032,242.5816629854361
235,Maine,2015,5.0273536501479485,24.42151479289937,0.8553542174556227,246.40128180473334,276.7055044652363
236,Maine,2016,6.556909069930055,28.19673426573425,0.33263779370629387,299.6631433566433,334.7494244860139
237,Maryland,2006,11.530203601226999,33.1590061349693,3.9466608374233094,358.6237300613496,407.2596006349692
238,Maryland,2007,12.6861908710407,24.68521417797889,3.1987664419306183,377.0255637254915,417.5957352164417
239,Maryland,2008,12.61363599455335,23.615403050108945,2.8056360468409687,382.91480610021887,421.94948119172216
240,Maryland,2009,11.537441529780596,24.59554545454545,2.5025550172413786,464.28687304075163,502.9224150423191
241,Maryland,2010,13.066959928882444,28.36991872278667,2.1529911799709684,391.4707924528295,435.06066228446963
242,Maryland,2011,12.94889615015974,26.29611501597443,1.9809930255590973,300.6024233226833,341.8284275143766
243,Maryland,2012,10.183034609011665,25.613921511627844,1.1303751671511626,242.67264970930304,279.5999809970937
244,Maryland,2013,9.742784201607025,25.449509130752205,0.9568023469685902,224.1036464572684,260.2527421365962
245,Maryland,2014,6.948792606945172,28.035034222446,1.0650572546552586,196.49874433819994,232.54762842224636
246,Maryland,2015,7.42591533468149,28.049396865520794,0.8920482702224466,214.6477922143586,251.01515268478332
247,Maryland,2016,9.200685738805975,27.408578358208953,0.7271850970149257,248.3247462686556,285.66119546268544
248,Massachusetts,2001,24.048433761538412,19.1942307692308,5.902048490384625,297.7262576923078,346.87097071346165
249,Massachusetts,2002,22.54733016787532,22.27236994818682,4.557525230569953,396.30828911916916,445.68551446580125
250,Massachusetts,2003,22.49630990958904,19.212315068493123,6.004032995890408,618.627801369863,666.3404593438356
251,Massachusetts,2004,16.820704006349256,20.85825079365077,3.636952896825405,195.82897777777774,237.14488547460317
252,Massachusetts,2005,18.64907961318049,20.08034097421202,1.9711940243553026,271.64939828080196,312.3500128925498
253,Massachusetts,2006,18.676900436111037,17.63024166666662,2.4080049388888862,456.32503888888965,495.0401859305562
254,Massachusetts,2007,19.697182419889547,18.517331491712724,3.166704407458563,361.90705801104934,403.2882763301102
255,Massachusetts,2008,19.678690358904102,20.513361643835655,2.330869483561646,173.25902191780798,215.7819434041094
256,Massachusetts,2009,18.04838470914126,21.127415512465387,2.1267829418282562,286.53484626038767,327.8374294238226
257,Massachusetts,2010,17.05275001244811,22.201795297372012,1.5808720235131426,280.4197330567076,321.2551503900409
258,Massachusetts,2011,18.529944335164775,20.850771978022006,1.248917208791209,288.04926923076886,328.67890275274686
259,Massachusetts,2012,15.805084535564857,20.71585774058578,1.1012616492329135,277.38313110181247,315.005335027196
260,Massachusetts,2013,17.477490663366435,21.589364922206524,1.0711304285714291,273.2709398868458,313.4089259009902
261,Massachusetts,2014,15.571230801242251,21.383965838509276,1.0277057298136623,276.40229813664587,314.38520050621105
262,Massachusetts,2015,14.398738250774027,22.485863777089786,0.7164238699690397,273.7458869969038,311.34691289473665
263,Massachusetts,2016,15.82927339560442,23.563384615384624,0.6768586648351645,272.1208846153845,312.19040129120873
264,Michigan,2000,22.640060887955165,23.350182072829195,5.415251205882345,277.0012492997201,328.4067434663868
265,Michigan,2001,22.779874748299328,28.067523809523813,5.392707748299322,396.53027551020404,452.7703818163265
266,Michigan,2002,18.171084436260678,28.539566572238083,3.400670679886686,366.507628895184,416.6189505835694
267,Michigan,2003,17.560764142028994,27.21393333333326,2.992979671014496,398.4530246376803,446.22070178405704
268,Michigan,2004,14.568412212827946,25.909787172011736,2.386398387755101,354.1398061224488,397.0044038950436
269,Michigan,2005,15.670814585889543,29.73109815950924,2.6919049570552147,324.3605889570553,372.4544066595093
270,Michigan,2006,12.52517827556822,27.17342045454542,1.9067676434659042,314.7516278409091,356.3569942144887
271,Michigan,2007,8.125,21.0,2.3229165,229.167,260.6149165
