,,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
,,mean,mean,mean,mean
State,Year,,,,
Florida,2000,12.453038323033741,0.02626126123595507,1.9739121432584248,0.7250718848314612
Florida,2001,12.387594238297885,0.02416237588652496,1.1479179319148913,0.6385253248226963
Florida,2002,11.313961369146014,0.023168024793388406,0.6619460275482102,0.4714328870523409
Florida,2003,10.929812842541425,0.023416610497237592,0.6560634558011047,0.4412717444751379
Florida,2004,9.516472522471888,0.02596404494382031,0.6482978623595518,0.5208142556179768
Florida,2005,8.6443595096953,0.02701386703601113,0.5196247479224395,0.5640615027700825
Florida,2006,8.51996240547944,0.029191479452054858,0.39075961643835644,0.38918460821917783
Florida,2007,6.136312015089166,0.028464311385459573,0.6592847105624109,0.28400619821673445
Florida,2008,5.214251262499985,0.02782756249999998,0.5513394476562467,0.2235211382812495
Florida,2009,6.0279421235631965,0.028474347701149403,0.12143105890804574,0.33761266091954023
Florida,2010,5.672489389972144,0.028882025069637954,0.1477912367688019,0.3940046949860722
Florida,2011,5.361869504109598,0.028131008219178057,0.09644472876712325,0.43369493013698773
Florida,2012,5.40692617759562,0.026901896174863316,0.05960993715847,0.38246238114754116
Florida,2013,4.5457268704225475,0.026027166197183094,-0.02581982253521128,0.29742501267605587
Florida,2014,4.9794516055555516,0.026022286111111095,0.10933308749999984,0.4575681458333335
Florida,2015,4.109642247863238,0.02570759259259262,0.035066821937321975,0.5141023974358968
Florida,2016,5.492868956043958,0.0292129230769231,0.39640819780219744,0.5736684395604397
Georgia,2010,16.500656434782634,0.01658352173913043,1.147945173913043,0.39688919021739144
Georgia,2011,13.381185286501351,0.02298624242424248,0.8936667575757552,0.33172545041322304
Georgia,2012,11.583259458046767,0.022031144429160963,0.4395215220082541,0.33054373039889956
Georgia,2013,9.439669561959636,0.019709374639769506,0.3217426945244974,0.29799807492795355
Georgia,2014,10.429543384831451,0.020054216292134875,0.359923981741575,0.31354102949438195
Georgia,2015,9.6730032427746,0.019226491329479733,0.254999252890175,0.313777101156069
Georgia,2016,11.935326111111106,0.019770380952380946,0.28865295238095234,0.31716959523809546
Hawaii,2011,2.8897305512073213,0.027078975853455454,0.9096265303913412,0.31635319900082776
Hawaii,2012,2.8904910655375797,0.02425166053019113,0.8715059756995587,0.3846301424889386
Hawaii,2013,3.116694443798449,0.028222939922480508,1.279402979651163,0.41638544089147334
Hawaii,2014,3.4493033284313594,0.02397154901960774,0.9861970571895421,0.3376765526960814
Hawaii,2015,3.5649830557163757,0.02376297395079576,1.0550591360347397,0.3899868415340053
Idaho,2009,6.337445621621625,0.034156216216216256,0.2210766148648648,0.14160641216216224
Idaho,2010,9.39700466944445,0.026446447222222128,0.323219595833333,0.17964315625000005
Idaho,2011,9.925650260869565,0.012998608695652164,0.7152670869565216,0.272311456521739
Illinois,2000,26.437457477272847,0.017104860795454493,6.064269409801127,0.7028934048295447
Illinois,2001,22.356801789574014,0.020865881754609027,5.479874905276553,0.5917895225683422
Illinois,2002,19.853930602250173,0.02177759166115157,4.178522507279946,0.590666702183984
Illinois,2003,20.68405669391311,0.020922853913043552,5.027722805217389,0.5127150547826076
Illinois,2004,18.81421912351944,0.020636064297800336,4.125006906937381,0.577740678511
Illinois,2005,17.899080328621874,0.024536261484098813,4.829198297703172,0.4566029699646631
Illinois,2006,17.391594790235082,0.021143596745027058,2.7122780189873374,0.3713359584086797
Illinois,2007,14.50169326205606,0.023436666168224398,1.6630271373831702,0.32655055551401985
Illinois,2008,14.085935269324663,0.021669790886899933,1.5833501574450806,0.2754500345809614
Illinois,2009,13.417118030383994,0.02062840066777968,1.4401344524206987,0.2656580656093508
Illinois,2010,13.035390209780225,0.026312210489014946,2.1081308430191377,0.3471472069454287
Illinois,2011,12.110594167196412,0.02486672536554365,2.4854753919262498,0.3402231068022873
Illinois,2012,11.954034387878833,0.027684872727272637,1.1132748227272713,0.29495801666666677
Illinois,2013,10.98377138412701,0.023803281481481406,0.8788289349206346,0.29204601375661493
Illinois,2014,10.547532697025993,0.02402569702602236,0.9828916459107809,0.30002436059479676
Illinois,2015,8.380404258227822,0.025771535021096952,1.184274210126581,0.3025427059071729
Illinois,2016,10.374431642458113,0.02501432960893851,0.9416912709497208,0.3093167374301688
Indiana,2000,15.287580371257468,0.029781718562874253,7.350800841317349,0.872974359281437
Indiana,2001,14.947843544943792,0.03215273033707864,3.313779028089887,0.3827131657303376
Indiana,2002,16.39270371093748,0.03550572656250006,3.5119717695312502,0.44414628906250064
Indiana,2003,14.522778646067437,0.029897033707865128,3.3911762837078623,0.4422182191011256
Indiana,2004,13.780555342657328,0.030380405594405687,4.725999332167828,0.5648289265734261
Indiana,2005,13.230630027173913,0.03280651630434784,4.766601108695644,0.42217621739130534
Indiana,2006,13.922752137931043,0.024199563218390806,9.933532290229898,0.6563206781609217
Indiana,2007,10.99442851841359,0.03185664305949008,3.3991836784702563,0.4487045212464587
Indiana,2008,9.288780684782612,0.028749516304347723,2.465206429347825,0.4196332228260875
Indiana,2009,10.135623790960464,0.025930056497175138,1.5431601214689297,0.23374955084745772
Indiana,2010,9.39229546938776,0.02944995238095235,2.9859852891156455,0.16423727210884334
Indiana,2011,9.906356070652182,0.033770559782608685,1.3611319782608695,0.0563294538043478
Indiana,2012,9.840462542483658,0.03576250980392149,0.8448061470588235,0.40079894117647075
Indiana,2013,10.359545698035161,0.028500381592554323,2.1757260548086816,0.26814745915201676
Indiana,2014,11.333617678481023,0.02703470126582291,2.479835131645572,0.23124612151898727
Indiana,2015,13.494140243609012,0.02621149172932322,1.262985229323308,0.24885166766917233
Indiana,2016,13.857478082474215,0.026542319587628885,0.39297341237113415,0.2447393453608247
Iowa,2006,8.230118000000003,0.01632480645161291,0.4614989193548385,0.2072039032258065
Iowa,2007,7.358557680306897,0.0289389309462916,0.5532879795396431,0.25428609335038277
Iowa,2008,7.458725873619597,0.027269525153374267,0.4370092650306748,0.2556546576687105
Iowa,2009,6.99674808020053,0.02615857142857153,0.32478274937343354,0.24086861278195454
Iowa,2010,7.497582681415918,0.028708853350189616,0.38630941403287017,0.25027920986093544
Iowa,2011,7.359249986679373,0.028032132254995266,0.4967388458610849,0.20670481065651675
Iowa,2012,7.57747048471223,0.029349535971222914,0.422324200989208,0.21538954946043035
Iowa,2013,6.7666955050504916,0.02833460697887973,0.3992495569329667,0.20139591276400517
Iowa,2014,6.348770536458271,0.02664081597222237,0.416381745659723,0.2032665807291691
Iowa,2015,6.0679104739583565,0.027443917534722296,0.4011588897569422,0.20816325868055893
Iowa,2016,5.994894780219794,0.030609082417582312,0.19128403021977972,0.20966417307692153
Kansas,2000,9.703852443089458,0.02972557723577246,0.942815025745256,0.7544122005420073
Kansas,2001,10.594909158176932,0.02797798257372657,0.9931302044235929,0.3346249048257368
Kansas,2002,8.77606315970057,0.027315759825327583,1.562858779787899,0.39260514909544497
Kansas,2003,9.623070339901455,0.027759985221674853,1.795816868637115,0.31582525041050863
Kansas,2004,9.540076842349297,0.024330550231839217,2.0952714289026244,0.38137849149922737
Kansas,2005,10.949590485362094,0.02617121571648691,2.2111053181818154,0.3838801263482278
Kansas,2006,11.178105495107646,0.027626790606653597,3.2913566252446085,0.3759224158512728
Kansas,2007,13.393603279452053,0.023231536986301295,4.1964023698630175,0.4222136205479443
Kansas,2008,16.807892210374636,0.022085515850144087,4.0438180979827125,0.4023550706051883
Kansas,2009,12.271639795321677,0.023496339181286564,4.652079026315781,0.2962093406432749
Kansas,2010,13.066675312865529,0.021598385964912287,5.189308907894739,0.41702650730994095
Kansas,2011,13.100770260000026,0.02198442857142857,3.6189493357142886,0.4514423471428561
Kansas,2012,12.065956740088133,0.028823919236417004,2.808529079295158,0.5106750770925104
Kansas,2013,11.859712665584398,0.02520611688311693,2.043392454545444,0.43578813474025835
Kansas,2014,11.030924596590891,0.02518003977272726,1.7583278650568224,0.2648551690340906
Kansas,2015,11.036150472346787,0.02535690582959646,1.542131605381165,0.2860998019431983
Kansas,2016,11.585219365714298,0.022854857142857114,1.0845895657142848,0.25264330285714287
Kentucky,2000,12.672254688986381,0.02889588840102451,4.780632958470566,0.17790749103549194
Kentucky,2001,12.55759945209434,0.0302282989889264,4.064225925132407,0.13081539046702045
Kentucky,2002,11.074694029259945,0.03202080895008604,2.920047534423411,0.12979208950086019
Kentucky,2003,10.843640384615368,0.032971528340081005,3.5330672064777375,0.10420246356275294
Kentucky,2013,14.10820124390243,0.01532406097560976,1.4973032987804875,0.35176348170731714
Kentucky,2014,11.438002149847108,0.020481568807339427,1.457531481651376,0.2613089755351677
Kentucky,2015,7.884836158031092,0.02366171243523321,0.5511602487046625,0.27079484455958547
Louisiana,2000,17.346074243169465,0.023755950819672127,3.658712430327868,0.7566461953551934
Louisiana,2001,17.35923877222225,0.022977722222222264,3.691796738888884,0.8257890902777772
Louisiana,2002,18.007522912917302,0.02103772423802622,2.612759072568939,0.7157975195936145
Louisiana,2003,15.562502252777774,0.020968977777777793,3.3623285555555644,0.6619541541666659
Louisiana,2004,15.816226016438339,0.022231991780821917,3.4598764520547904,0.5618260150684917
Louisiana,2005,14.399629534042566,0.025390378723404328,3.76696081808511,0.4706988744680856
Louisiana,2006,14.991752207161158,0.022960393861892678,3.437757241687981,0.37168491687979516
Louisiana,2007,15.199116918309839,0.02239293239436615,2.574561514084507,0.381694292957748
Louisiana,2008,13.101188951049007,0.02169476223776224,2.395542344055944,0.28327226853146836
Louisiana,2009,12.875143473684165,0.022424952908587245,1.9134634279778324,0.2213874695290847
Louisiana,2010,12.698542830028297,0.02529160339943342,1.3596249348441953,0.247254865439093
Louisiana,2011,11.665706710743812,0.025233942148760298,1.247419834710745,0.22149750413223082
Louisiana,2012,11.400542943661996,0.024979115492957685,0.8244011042253533,0.2186826549295771
Louisiana,2013,9.64470509444445,0.023653811111111058,0.635253729166667,0.20401628749999992
Louisiana,2014,10.480869211480348,0.023334157099697876,1.2450263338368568,0.2667189350453171
Louisiana,2015,9.385910437241375,0.023550808275862,1.0705288620689657,0.22086940275862013
Louisiana,2016,12.911401631578949,0.026846491228070146,1.1132564605263158,0.23293776754386009
Maine,2006,2.336910172413789,0.026278696551724098,0.8235399448275883,0.17890318620689633
Maine,2007,2.800110227397269,0.026452495890410967,0.7790631561643856,0.1722276917808214
Maine,2008,5.859293306451626,0.02385837275985665,1.2127995053763445,0.16470165591397737
Maine,2009,6.676751896759611,0.023040313489073077,1.82354757573474,0.20641309796533408
Maine,2010,6.161710454579719,0.026201762156049767,0.9401552966453057,0.25270111421032787
Maine,2011,5.592793518441206,0.024528900487125953,0.8144703646485698,0.23271899930410575
Maine,2012,6.063861375348192,0.024589704735376125,0.7577239397632335,0.2856407649721432
Maine,2013,3.913772048730963,0.02712493299492379,0.8383433725888317,0.22212504162436525
Maine,2014,3.5835317119741092,0.024984126213592132,0.5293181666666671,0.21348468689320318
Maine,2015,5.0273536501479485,0.02442151479289937,0.8553542174556227,0.24640128180473334
Maine,2016,6.556909069930055,0.028196734265734248,0.33263779370629387,0.2996631433566433
Maryland,2006,11.530203601226999,0.033159006134969304,3.9466608374233094,0.35862373006134957
Maryland,2007,12.6861908710407,0.02468521417797889,3.1987664419306183,0.3770255637254915
Maryland,2008,12.61363599455335,0.023615403050108945,2.8056360468409687,0.3829148061002189
Maryland,2009,11.537441529780596,0.024595545454545453,2.5025550172413786,0.4642868730407516
Maryland,2010,13.066959928882444,0.02836991872278667,2.1529911799709684,0.3914707924528295
Maryland,2011,12.94889615015974,0.02629611501597443,1.9809930255590973,0.30060242332268333
Maryland,2012,10.183034609011665,0.025613921511627842,1.1303751671511626,0.24267264970930305
Maryland,2013,9.742784201607025,0.025449509130752203,0.9568023469685902,0.2241036464572684
Maryland,2014,6.948792606945172,0.028035034222446,1.0650572546552586,0.19649874433819994
Maryland,2015,7.42591533468149,0.028049396865520795,0.8920482702224466,0.2146477922143586
Maryland,2016,9.200685738805975,0.02740857835820895,0.7271850970149257,0.24832474626865558
Massachusetts,2001,24.048433761538412,0.0191942307692308,5.902048490384625,0.2977262576923078
Massachusetts,2002,22.54733016787532,0.02227236994818682,4.557525230569953,0.39630828911916915
Massachusetts,2003,22.49630990958904,0.01921231506849312,6.004032995890408,0.6186278013698631
Massachusetts,2004,16.820704006349256,0.020858250793650772,3.636952896825405,0.19582897777777775
Massachusetts,2005,18.64907961318049,0.020080340974212022,1.9711940243553026,0.271649398280802
Massachusetts,2006,18.676900436111037,0.01763024166666662,2.4080049388888862,0.45632503888888964
Massachusetts,2007,19.697182419889547,0.018517331491712724,3.166704407458563,0.36190705801104933
Massachusetts,2008,19.678690358904102,0.020513361643835656,2.330869483561646,0.17325902191780798
Massachusetts,2009,18.04838470914126,0.021127415512465386,2.1267829418282562,0.28653484626038767
Massachusetts,2010,17.05275001244811,0.022201795297372012,1.5808720235131426,0.28041973305670764
Massachusetts,2011,18.529944335164775,0.020850771978022008,1.248917208791209,0.28804926923076885
Massachusetts,2012,15.805084535564857,0.020715857740585777,1.1012616492329135,0.27738313110181245
Massachusetts,2013,17.477490663366435,0.021589364922206523,1.0711304285714291,0.27327093988684575
Massachusetts,2014,15.571230801242251,0.021383965838509277,1.0277057298136623,0.27640229813664585
Massachusetts,2015,14.398738250774027,0.022485863777089787,0.7164238699690397,0.2737458869969038
Massachusetts,2016,15.82927339560442,0.023563384615384625,0.6768586648351645,0.27212088461538453
Michigan,2000,22.640060887955165,0.023350182072829195,5.415251205882345,0.2770012492997201
Michigan,2001,22.779874748299328,0.028067523809523813,5.392707748299322,0.39653027551020403
Michigan,2002,18.171084436260678,0.028539566572238082,3.400670679886686,0.366507628895184
Michigan,2003,17.560764142028994,0.02721393333333326,2.992979671014496,0.3984530246376803
Michigan,2004,14.568412212827946,0.025909787172011735,2.386398387755101,0.35413980612244883
Michigan,2005,15.670814585889543,0.02973109815950924,2.6919049570552147,0.32436058895705533
Michigan,2006,12.52517827556822,0.02717342045454542,1.9067676434659042,0.3147516278409091
Michigan,2007,8.125,0.021,2.3229165,0.229167
Minnesota,2011,7.521111348432042,0.027551158536585282,0.8922807961672462,0.214675120209059
Minnesota,2012,6.409370177419357,0.035082999999999975,0.3922276411290318,0.15120025806451598
Minnesota,2014,6.23165954040403,0.025247356060606053,0.41520928787878775,0.251820690656566
Minnesota,2015,6.645456237226287,0.026115101459853927,0.7046586452554756,0.28303180802919686
Missouri,2000,16.872749911059547,0.02776080355761796,4.145461887084285,0.5220404810518167
Missouri,2001,17.243857965986418,0.02946847392290251,4.293489820294791,0.4947629897959164
Missouri,2002,17.38512719953048,0.028731589201878,4.103031720657275,0.5841095422535202
Missouri,2003,16.529459207459205,0.028808603729603713,3.6032317097902067,0.5672352004661978
Missouri,2004,13.870773632558082,0.025585274418604597,3.4189968802325534,0.5504802360465099
Missouri,2005,12.615151787878752,0.03260904428904426,3.179018827505826,0.4831221643356638
Missouri,2006,13.149854323943678,0.02870296713615027,3.2980340328638493,0.4162495586854467
Missouri,2007,12.82610670616114,0.03156377725118494,3.436059853080567,0.4146821184834122
Missouri,2008,12.108717339534868,0.028429948837209274,2.8067672209302303,0.3595528999999994
Missouri,2013,12.03847475510205,0.024133250728862972,2.4882097842565614,0.2585641938775505
Missouri,2014,11.834839902506964,0.025086002785515385,2.130938194986071,0.2547120083565457
Missouri,2015,13.109978697841774,0.02068346043165465,1.3924375341726625,0.26952590287769734
Missouri,2016,12.485846530612262,0.02304571428571428,1.1153763775510206,0.3231519081632652
Nevada,2001,5.876263130434789,0.03083821739130442,0.2875264293478262,0.06751649456521736
Nevada,2002,2.9950511350574707,0.04121669252873566,0.061869807471264346,0.04489013793103451
Nevada,2003,2.3455944277108407,0.041386006024096283,0.013993472891566258,0.002429478915662652
Nevada,2010,22.342166699999993,0.018229399999999993,0.4304355,0.2896734000000002
Nevada,2011,16.665880235616456,0.026886372602739687,0.5022216835616442,0.29588597397260197
Nevada,2012,14.147347522222251,0.03157218888888892,0.37438249305555554,0.25755990972222176
Nevada,2013,16.23553077101446,0.02811684637681161,0.4997287318840572,0.30598229999999954
Nevada,2014,13.541735445086722,0.031490459537572145,0.37427555924855543,0.27524599999999955
Nevada,2015,13.305497062003218,0.03149623211446742,0.39295069872813987,0.26853870588235285
Nevada,2016,17.42081515384616,0.022641166666666664,0.37936950641025635,0.32322060897435884
New Hampshire,2002,9.989336059782595,0.030568168478260823,1.110621652173912,0.27951554891304353
New Hampshire,2003,9.368332373563241,0.02895131034482751,1.3233987298850582,0.3365828333333338
New Hampshire,2004,9.768453239130428,0.02689842391304342,2.3561168315217356,0.25623564402173915
New Hampshire,2005,9.146547134328376,0.026301293532338302,3.006628592039803,0.45676397512437883
New Hampshire,2006,7.333276811428557,0.028569491428571406,1.5190430171428582,0.3494516742857143
New Hampshire,2007,7.621771135869574,0.028604163043478327,1.244659494565216,0.4595218668478257
New Hampshire,2008,7.219969087912101,0.02777860439560442,1.3260550934065929,0.507567282967033
New Hampshire,2009,8.225157850467287,0.022297631775700922,1.4825220308411209,0.37249145981308557
New Hampshire,2010,7.668570667910461,0.029611966417910366,0.9733833320895546,0.44215409888059737
New Hampshire,2014,4.442317022988509,0.025634517241379315,0.913755327586206,0.1899287816091956
New Hampshire,2015,3.3202604301676115,0.02995135474860337,0.8291063086592195,0.183941029329608
New Hampshire,2016,4.294245949152546,0.031650966101694884,0.818882152542373,0.20897485593220344
New Jersey,2000,20.5221819093445,0.02028053277545327,6.277910829149231,0.5848397656903758
New Jersey,2001,23.120570172264415,0.02238785373781146,5.736811509209097,0.6169852307692306
New Jersey,2002,24.074683953555862,0.023180811320754658,5.427977851233672,0.5838479985486206
New Jersey,2003,23.698987366412297,0.021160725190839686,6.685170118320633,0.6480552506361327
New Jersey,2004,19.240871952654242,0.021933906743185013,5.605666237446187,0.5180822525107602
New Jersey,2005,19.856827017760594,0.023923578378378343,4.92306931737452,0.4670705992277988
New Jersey,2006,17.475928888579418,0.024464342618384455,3.9079021086350916,0.3770193036211701
New Jersey,2007,18.006937571328194,0.024164489107519383,3.657820973295852,0.28654061138439896
New Jersey,2008,15.715290458955216,0.026259660447761193,3.273721143656716,0.2371200223880594
New Jersey,2011,21.035292152298826,0.022285982758620714,1.9554864252873556,0.35882982471264385
New Jersey,2012,15.60911432615892,0.025578552980132466,1.1821660645695362,0.2833600902317878
New Jersey,2013,15.236752999999963,0.024276122052704442,0.5411560686546457,0.27770917891816943
New Jersey,2014,16.08126917966571,0.023692694986072405,0.590643168523676,0.2791915633704742
